id,transactionId,barcode,deleted,finalPrice,itemPrice,priceAfterCoupon,discountedItemPrice,originalFinalPrice,quantityPurchased,originalMetaBriteItemPrice,partnerItemId,metabriteCampaignId,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReview,needsFetchReviewReason,originalMetaBriteBarcode,originalMetaBriteQuantityPurchased
250,91,041129088005,1,5,5,,,,1.0,,2,,,1,,,1,,,
251,91,041129088005,1,5,5,,,,1.0,,3,,,1,,,1,,,
252,91,041129088005,1,5,5,,,,1.0,,4,,,1,,,1,,,
253,91,041129088005,1,5,5,,,,1.0,,5,,,1,,,1,,,
254,92,013000993906,1,1,1,,,,1.0,,1,,,1,,,1,,,
255,93,,1,,,,,,,,,,,1,,,1,,,
256,94,043000065198,1,1,1,,,,1.0,,1,,,1,,,1,,,
257,95,021000050765,1,9.99,9.99,,,,1.0,,1,,,1,,,1,,,
258,95,021000050765,1,9.99,9.99,,,,1.0,,2,,,1,,,1,,,
259,95,021000050765,1,9.99,9.99,,,,1.0,,3,,,1,,,1,,,
260,95,021000050765,1,9.99,9.99,,,,1.0,,4,,,1,,,1,,,
261,95,021000050765,1,9.99,9.99,,,,1.0,,5,,,1,,,1,,,
262,96,021000032778,1,9.99,9.99,,,,1.0,,1,,,1,,,1,,,
263,96,021000032778,1,9.99,9.99,,,,1.0,,2,,,1,,,1,,,
264,96,021000032778,1,9.99,9.99,,,,1.0,,3,,,1,,,1,,,
265,96,021000032778,1,9.99,9.99,,,,1.0,,4,,,1,,,1,,,
266,96,021000032778,1,9.99,9.99,,,,1.0,,5,,,1,,,1,,,
267,96,021000032778,1,9.99,9.99,,,,1.0,,6,,,1,,,1,,,
268,96,021000032778,1,9.99,9.99,,,,1.0,,7,,,1,,,1,,,
269,96,021000032778,1,9.99,9.99,,,,1.0,,8,,,1,,,1,,,
270,96,021000032778,1,9.99,9.99,,,,1.0,,9,,,1,,,1,,,
271,97,043000046814,1,5,5,,,,1.0,,1,,,1,,,1,,,
272,97,043000046814,1,5,5,,,,1.0,,2,,,1,,,1,,,
273,97,043000046814,1,5,5,,,,1.0,,3,,,1,,,1,,,
274,97,043000046814,1,5,5,,,,1.0,,4,,,1,,,1,,,
275,97,043000046814,1,5,5,,,,1.0,,5,,,1,,,1,,,
276,98,686924560242,1,1,1,,,,1.0,,1,,,1,,,1,,,
277,99,021000051113,1,4.55,4.55,,,,1.0,,1,,,1,,,1,,,
278,99,021000051113,1,4.55,4.55,,,,1.0,,2,,,1,,,1,,,
279,99,021000051113,1,4.55,4.55,,,,1.0,,3,,,1,,,1,,,
280,99,021000051113,1,4.55,4.55,,,,1.0,,4,,,1,,,1,,,
281,100,021000070787,1,1,1,,,,1.0,,1,,,1,,,1,,,
282,101,043000058145,1,9.99,9.99,,,,1.0,,1,,,1,,,1,,,
283,101,043000058145,1,9.99,9.99,,,,1.0,,2,,,1,,,1,,,
